id,reactions
186,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1ccccc1)C(=O)O>>C=CC[C@H](C(=O)OCc1ccc(OC)cc1)[C@@](CC)(CN[C@H](C)c1ccccc1)C(=O)O.
316,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)O)c1)C(=O)O.CO.
317,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(/C=C/C(=O)OC)c1)C(=O)O.
318,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@](C=O)(CC)C(=O)O.COC(=O)CCc1cccc([C@@H](C)N)c1.
319,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OC.
320,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OC)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
321,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(C=CC(=O)OC)c1)C(=O)O.
322,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@@H]1C(=O)OC(=O)CCc2cccc(c2)[C@@H](C)NC[C@@]1(CC)C(=O)O.CO.
323,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@]1(CC)CN[C@H](C)c2cccc(c2)CCC(=O)OC1=O.CO.
324,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OCc1ccccc1.
325,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OCc1ccccc1)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
326,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OCC.
327,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OCC)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
328,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OC)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OC.
329,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>CO.C=CC[C@H](C#N)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.[OH-].
330,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>[OH-].CO.C=CC[C@H](C(=O)O)[C@@](C#N)(CC)CN[C@H](C)c1cccc(CCC(=O)OC)c1.
331,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>CC(C)=O.C=CC[C@H](C(=O)O)[C@](CC)(CO)CN[C@H](C)c1cccc(CCC(=O)OC)c1.
332,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>CC(C)=O.C=CC[C@H](CO)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
333,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OCc1ccccc1)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OCc1ccccc1.
334,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>O.C=CC[C@H](C#N)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.[OH-].
335,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>[OH-].O.C=CC[C@H](C(=O)O)[C@@](C#N)(CC)CN[C@H](C)c1cccc(CCC(=O)OC)c1.
336,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CCOC(=O)[C@@H](CC=C)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
337,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CCOC(=O)[C@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)[C@H](CC=C)C(=O)O.
338,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OC(C)(C)C.
339,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OC(C)(C)C)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
340,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OCCCC.
341,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OCCCC)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
342,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OCC)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OCC.
343,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)[O-].
344,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)[O-])[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
345,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OCC[Si](C)(C)C.
346,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OCC[Si](C)(C)C)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
347,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)OC(c1ccccc1)c1ccccc1.
348,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)OC(c1ccccc1)c1ccccc1)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
349,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>C=CC[C@H](C(=O)O)[C@](CC)(CO)CN[C@H](C)c1cccc(CCC(=O)OC)c1.O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].
350,C=CC[C@H](C(=O)O)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O>>O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].C=CC[C@H](CO)[C@@](CC)(CN[C@H](C)c1cccc(CCC(=O)OC)c1)C(=O)O.
1,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)OC(C)(C)C.
2,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1.
3,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C(=O)[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S.
4,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S.
5,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>CN(C)C(OC(C)(C)C)OC(C)(C)C.C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S.
6,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3.C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O.
7,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1.
8,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C(=O)[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S.
9,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>C[C@H](c1ccc(Br)cc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S.
10,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>C[C@H](c1cccc(Br)c1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S.
11,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>C[C@H](c1ccccc1Br)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S.
12,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3.C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
13,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=S.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.
302,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.CC(C)(C)O.
303,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccc(Cl)cc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
304,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1cccc(Cl)c1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
305,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1Cl)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
306,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@@H](NC[C@]1(C(=O)OC(C)(C)C)C#CC[C@@H]1C(=O)O)c1ccccc1.
307,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccc(Br)cc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
308,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1cccc(Br)c1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
309,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1Br)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
310,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1)N1C(=O)[C@H]2CC#C[C@@]2(C(=O)OC(C)(C)C)C1=O.
311,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@@H](NC(=O)[C@H]1CC#C[C@]1(C=O)C(=O)OC(C)(C)C)c1ccccc1.
312,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccc(C(F)(F)F)cc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
313,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1cccc(C(F)(F)F)c1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
314,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1C(F)(F)F)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O.
315,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=O>>CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
472,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2.
473,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>COC(=O)CCc1ccc([C@@H](C)N2C[C@]3(C(=O)O)C#CC[C@@H]3C2=O)cc1.
474,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>COC(=O)CCc1cccc([C@@H](C)N2C[C@]3(C(=O)O)C#CC[C@@H]3C2=O)c1.
475,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>COC(=O)CCc1ccccc1[C@@H](C)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
476,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccc(Br)cc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
477,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1cccc(Br)c1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
478,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1Br)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
479,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1)N1C(=O)[C@H]2CC#C[C@@]2(C(=O)O)C1=O.
480,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccc(Cl)cc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
481,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1cccc(Cl)c1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
482,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1Cl)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
483,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@@H](NC[C@]1(C(=O)O)C#CC[C@@H]1C(=O)O)c1ccccc1.
484,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1)N1C[C@]2(C#N)C#CC[C@@H]2C1=O.O.[OH-].
485,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>COC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2.
486,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OCc3ccccc3)C#CC[C@@H]2C1=O.
487,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)[O-])C#CC[C@@H]2C1=O.
488,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1ccc2ccccc2c1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
489,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O>>C[C@H](c1cccc2ccccc12)N1C[C@]2(C(=O)O)C#CC[C@@H]2C1=O.
569,CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2>>CCOC(=O)[C@@]1(CN[C@H](C)c2ccccc2)C#CC[C@@H]1C(=O)O.
570,CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2>>CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccc(Br)cc1)C2.
571,CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2>>CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1cccc(Br)c1)C2.
572,CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2>>CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1Br)C2.
573,CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2>>CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2=O.
574,CCOC(=O)[C@@]12C#CC[C@@H]1C(=O)N([C@H](C)c1ccccc1)C2>>CCOC(=O)[C@@]1(CI)C#CC[C@@H]1C(=O)N[C@H](C)c1ccccc1.
1,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)OC(C)(C)C.
2,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1.
3,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C(=O)[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S.
4,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C#CC[C@@H]2C1=S.
5,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>CN(C)C(OC(C)(C)C)OC(C)(C)C.C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S.
6,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S>>S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3.C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O.
351,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O.
352,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=O.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1.
353,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>[OH-].O.C[C@H](c1ccccc1)N1C[C@]2(C#N)C=CC[C@@H]2C1=S.
354,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C(=O)[C@]2(C(=O)O)C=CC[C@@H]2C1=S.
355,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>CC(=O)OC(=O)[C@@]12C=CC[C@@H]1C(=S)N([C@H](C)c1ccccc1)C2.
356,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)O[Si](C)(C)C(C)(C)C)C=CC[C@@H]2C1=S.
357,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)[O-])C=CC[C@@H]2C1=S.
358,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>COC(=O)[C@@]12C=CC[C@@H]1C(=S)N([C@H](C)c1ccccc1)C2.
359,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>CCOC(=O)[C@@]12C=CC[C@@H]1C(=S)N([C@H](C)c1ccccc1)C2.
360,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3.C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=O.
361,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>CCO.[OH-].C[C@H](c1ccccc1)N1C[C@]2(C#N)C=CC[C@@H]2C1=S.
362,C[C@H](c1ccccc1)N1C[C@]2(C(=O)O)C=CC[C@@H]2C1=S>>C[C@H](c1ccccc1)N1C[C@]2(C(=O)OCc3ccccc3)C=CC[C@@H]2C1=S.
375,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@]1(C#N)C=C.O.[OH-].
376,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1.C=CC[C@@H]1C(=O)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O.
377,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)OC(C)(C)C.
378,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O[Si](C)(C)C(C)(C)C.
379,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C(=O)[C@@]1(C=C)C(=O)O.
380,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccc(Cl)cc2)C[C@@]1(C=C)C(=O)O.
381,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2cccc(Cl)c2)C[C@@]1(C=C)C(=O)O.
382,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2Cl)C[C@@]1(C=C)C(=O)O.
383,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)OCC.
384,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)OC.
385,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)[O-].
386,C=CC[C@@H]1C(=S)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O>>S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3.C=CC[C@@H]1C(=O)N([C@H](C)c2ccccc2)C[C@@]1(C=C)C(=O)O.
